"","x"
"1197",0.956872430920754
"1198",1.98661169758373
"1199",0.681820829542929
"1200",0.557151218676126
"1201",0.494868818647319
"1202",1.15399710994034
"1203",5.48058423523627
"1204",1.80449580591697
"1205",0.537888438298552
"1206",1.92290333037559
"1207",1.93436123007725
"1208",1.76544607804136
"1209",2.64474576849612
"1210",2.94757492983202
"1211",1.48727937137523
"1212",1.56816510996524
"1213",0.854665261734628
"1214",0.890581816351355
"1215",1.1675877897984
"1216",2.00895915081139
"1217",0.798325419476784
"1218",0.323834291070248
"1219",2.09003905640788
"1220",2.23781301191477
"1221",1.73986757820781
"1222",1.61590981725769
"1223",1.54964264911208
"1224",0.784146269677215
"1225",3.8902400909715
"1226",1.24307790463087
"1227",2.92479341840498
"1228",2.20734813175331
"1229",3.17325901993054
"1230",1.14230907188139
"1231",1.15896269724247
"1232",1.18301053217205
"1233",3.89194859965619
"1234",1.30352129572522
"1235",0.689579461657873
"1236",3.03390247559238
"1237",0.663834851457927
"1238",3.34539140057965
"1239",2.95500217138402
"1240",1.61334914414309
"1241",3.01262355111825
"1242",2.13422976326872
"1243",1.88015061022458
"1244",4.61546179354584
"1245",1.19424248846799
"1246",2.1948886607964
"1247",0.569035671251431
"1248",3.00748450230462
"1249",1.36949443274666
"1250",0.515289337447798
