"","V1","V2"
"224","BU00220004","0.570644777303943"
"225","BU00220008","1.16976020574158"
"226","BU00220009","0.447723512736937"
"227","BU00220100","0.440501212834598"
"228","BU00220101","0.495650754839371"
"229","BU00220102","0.48195765794113"
"230","BU00220103","0.496128081359883"
"231","BU00220107","0.52916460209845"
"232","BU00220108","0.394930247868857"
"233","BU00220109","0.539047199414409"
"234","BU00220200","0.477441572344994"
"235","BU00220201","0.432084387354378"
"236","BU00220209","0.461165361863813"
"237","BU00220400","0.713859210965528"
"238","BU00220401","0.451786834393871"
"239","BU00220409","0.506560354240192"
"240","BU00220500","0.534896448545012"
"241","BU00220509","0.49314324815609"
"242","BU00220600","0.579260596627834"
"243","BU00220609","0.373813548379616"
"244","BU00220700","0.58052866948371"
"245","BU00220709","0.351778945272604"
"246","BU00240000","0.494490302062834"
"247","BU00240001","0.567833223819795"
"248","BU00240002","0.65064354523755"
"249","BU00240003","0.555111929020685"
"250","BU00240005","0.397236574381827"
"251","BU00240008","0.408337015543961"
"252","BU00240009","0.413041133002763"
"253","BU00240100","0.450904390363583"
"254","BU00240101","0.673430088030061"
"255","BU00240102","0.665163307036885"
"256","BU00240109","0.342516584839636"
"257","BU00240200","0.709295750152015"
"258","BU00240201","0.610573256054435"
"259","BU00240202","0.953954776698753"
"260","BU00240203","0.648257527451984"
"261","BU00240209","0.406566523275281"
"262","BU00240300","0.607199784626686"
"263","BU00240301","0.554161690568857"
"264","BU00240302","0.572203772731714"
"265","BU00240303","0.672483434309745"
"266","BU00240304","0.56240894299577"
"267","BU00240305","0.583129919866197"
"268","BU00240309","0.396133453136489"
"269","BU00250000","0.515814333328393"
"270","BU00250002","0.522054392417475"
"271","BU00250003","0.526519534894871"
"272","BU00250004","0.608274289995191"
"273","BU00250005","0.47977545758919"
"274","BU00250006","0.542325859254313"
"275","BU00250007","0.645567759465635"
"276","BU00250008","0.501393925932368"
"277","BU00250009","0.482631742535055"
"278","BU00250100","0.445612728774422"
"279","BU00250101","0.366534300868277"
"280","BU00250102","0.455019336869403"
"281","BU00250104","0.449254551068826"
"282","BU00250108","0.572091942932536"
"283","BU00250109","0.435230040042274"
"284","BU00340101","0.692227272868892"
"285","BU00340102","0.525664563075867"
"286","BU00340103","0.388363858394617"
"287","BU00340104","0.742782831120266"
"288","BU00340105","0.566108691426226"
"289","BU00340106","0.522955672601775"
"290","BU00340107","0.420476945620314"
"291","BU00340108","0.600185526663659"
"292","BU00340109","0.487856443109265"
"293","BU00340110","0.672966934187101"
"294","BU00340171","0.460312947307173"
"295","BU00340173","0.58775371302817"
"296","BU00340199","0.798116919089925"
"297","BU00340201","0.885073043872348"
"298","BU00340202","0.563476810617107"
"299","BU00340203","0.405932659845227"
"300","BU00340204","0.451131363758528"
"301","BU00340205","0.665876749371469"
"302","BU00340206","0.527279497580989"
"303","BU00340207","0.55190237530574"
"304","BU00340208","0.546119276058413"
"305","BU00340209","0.718239186534543"
"306","BU00340210","0.575094833565442"
"307","BU00340211","0.537439111286631"
"308","BU00340212","0.560423789809108"
"309","BU00340213","0.487989902214674"
"310","BU00340214","0.474484856869125"
"311","BU00340215","0.542147787159853"
"312","BU00340271","0.407405697792551"
"313","BU00340272","0.604945675605224"
"314","BU00340273","0.515701667364338"
"315","BU00340274","0.712444052367254"
"316","BU00340275","0.669576437804857"
"317","BU00340276","0.543770776275679"
"318","BU00340299","0.720290147812266"
"319","BU00340301","0.680620299092574"
"320","BU00340302","0.643394209785332"
"321","BU00340303","0.684381496004866"
"322","BU00340304","0.450295719624681"
"323","BU00340305","0.57290881693"
"324","BU00340306","0.4869700644742"
"325","BU00340307","0.443423852924296"
"326","BU00340308","0.448601698906025"
"327","BU00340309","0.512185710920166"
"328","BU00340310","0.550169143148974"
"329","BU00340311","0.608943977695437"
"330","BU00340312","0.688592380465142"
"331","BU00340313","0.682897617686871"
"332","BU00340371","0.538747471745694"
"333","BU00340372","0.589787200964207"
"334","BU00340373","0.557150362666446"
"335","BU00340399","0.735357143137718"
"336","BU00340499","0.777893392669907"
"337","BU00340502","0.579968956776118"
"338","BU00340599","0.553843863881904"
"339","BU00340699","0.647024162629503"
"340","BU00370100","0.48646737232915"
"341","BU00370101","0.62518396262874"
"342","BU00370102","0.401154802419794"
"343","BU00370103","0.749695892546336"
"344","BU00370104","0.282401656724833"
"345","BU00370105","0.376611533541316"
"346","BU00370106","0.385780394987444"
"347","BU00370107","0.517267450201869"
"348","BU00370108","0.58294717787481"
"349","BU00370109","0.50273975492727"
"350","BU00370110","0.434323340145317"
"351","BU00370111","0.35057359435179"
"352","BU00370112","0.335375157323107"
"353","BU00370200","0.424012412006847"
"354","BU00370201","0.5310189825264"
"355","BU00370202","0.408662145222531"
"356","BU00370203","0.360058345010627"
"357","BU00370300","0.508221315100683"
"358","BU00370301","0.452154880801139"
"359","BU00370308","0.590347120768994"
"360","BU00370309","0.435587368672234"
"361","BU00370400","0.487581357156565"
"362","BU00370401","0.484539902976662"
"363","BU00370402","0.422678795564699"
"364","BU00370409","0.381994630558982"
"365","BU00370500","0.481126243615849"
"366","BU00370509","0.422570394883892"
"367","BU00390000","0.60517723035235"
"368","BU00390001","0.596500044426636"
"369","BU00390002","0.881512517770784"
"370","BU00390003","0.661648661639103"
"371","BU00390004","0.922398374550813"
"372","BU00390005","0.745645898620378"
"373","BU00390100","0.577009905789775"
"374","BU00390108","0.503538150568102"
"375","BU00390109","0.421129235138481"
"376","BU00390200","0.778405080782275"
"377","BU00390201","0.525328473653598"
"378","BU00390202","0.443361141596665"
"379","BU00390203","0.512644695939295"
"380","BU00390209","0.357850354247875"
"381","BU00390300","0.681808553024501"
"382","BU00390301","0.646972303869507"
"383","BU00390302","0.511938265794834"
"384","BU00390303","0.611260590672392"
"385","BU00390304","0.566688692697423"
"386","BU00390305","0.841666068725775"
"387","BU00390307","0.463175285894196"
"388","BU00390309","0.464688138394153"
"389","BU00390400","0.655816128550579"
"390","BU00390403","0.686583352539123"
"391","BU00390409","0.350854815339957"
"392","BU00400000","0.632001163320012"
"393","BU00400001","0.595448530127857"
"394","BU00400002","0.474448576481896"
"395","BU00400003","0.628443188274139"
"396","BU00400004","0.70997861539102"
"397","BU00400006","0.514765403180489"
"398","BU00400007","0.551824078945656"
"399","BU00400008","0.55598039309065"
"400","BU00400009","0.393844210226739"
"401","BU00400100","0.630558924875838"
"402","BU00400101","0.582872463296944"
"403","BU00400102","0.668491668158332"
"404","BU00400108","0.435296280529716"
"405","BU00400109","0.351715416658319"
"406","BU00400200","0.508374381517156"
"407","BU00400201","0.503224561551832"
"408","BU00400203","0.714171073455639"
"409","BU00400204","0.805119719946128"
"410","BU00400208","0.427297534184097"
"411","BU00400209","0.470291408433365"
"412","BU00400300","0.567151347245111"
"413","BU00400301","0.581643389761992"
"414","BU00400302","0.382400400892361"
"415","BU00400304","0.578638371708442"
"416","BU00400308","0.353275892312888"
"417","BU00400309","0.461539584804981"
"418","BU00400400","0.489031951347592"
"419","BU00400409","0.401358373491629"
"420","BU00470000","0.573088103128686"
"421","BU00470001","0.476298480166302"
"422","BU00470002","0.604188085074221"
"423","BU00470003","0.514031889617513"
"424","BU00470004","0.538244501425064"
"425","BU00470005","0.530323254521766"
"426","BU00470006","0.619728366022756"
"427","BU00470007","0.44057447620343"
"428","BU00470100","0.486120142575401"
"429","BU00470101","0.454672093156016"
"430","BU00470102","0.666134357187542"
"431","BU00470109","0.415841607383148"
"432","BU00470200","0.500314677412734"
"433","BU00470201","0.460500391390788"
"434","BU00470202","0.669252314491206"
"435","BU00470203","0.352720854938569"
"436","BU00470209","0.372831481989666"
"437","BU00480000","0.706443105922987"
"438","BU00480001","0.583901761455888"
"439","BU00480004","0.578146211014205"
"440","BU00480006","0.624039569201908"
"441","BU00480008","0.380778176128105"
"442","BU00480009","0.739286039733613"
"443","BU00480100","0.508773906094778"
"444","BU00480101","0.59635257817094"
"445","BU00480102","0.637026120669962"
"446","BU00480103","0.494018219568348"
"447","BU00480104","0.558689789594816"
"448","BU00480109","0.622769744094196"
"449","BU00480200","0.496207404670698"
"450","BU00480201","0.37246647283968"
"451","BU00480202","0.459891892984202"
"452","BU00480204","0.433383516552383"
"453","BU00480207","0.312718502232291"
"454","BU00480208","0.468312237886767"
"455","BU00480209","0.404138704437831"
"456","BU00480300","0.329298480880684"
"457","BU00480301","0.646360461305791"
"458","BU00480302","1.40728609126376"
"459","BU00480309","0.567898759698004"
"460","BU00480400","0.561025762778192"
"461","BU00480401","0.706117183287467"
"462","BU00480402","0.593673578672777"
"463","BU00480403","0.693234963849433"
"464","BU00480404","0.59116057529665"
"465","BU00480405","0.416516584599731"
"466","BU00480406","0.585425950980711"
"467","BU00480407","1.41062734803963"
"468","BU00480408","0.862356818888136"
"469","BU00480409","0.652897658568611"
"470","BU00480508","0.391059994586621"
"471","BU00480509","0.471106473889432"
"472","BU00480600","0.452098370294086"
"473","BU00480609","0.405736823698135"
"474","BU00500000","0.75487246075505"
"475","BU00500001","0.484035665021834"
"476","BU00500002","0.744803957766625"
"477","BU00500003","0.406377572029466"
"478","BU00500004","0.401840704204021"
"479","BU00500005","0.381805082620685"
"480","BU00500006","0.592847828683261"
"481","BU00500007","0.346178524569834"
"482","BU00500008","0.545852778218426"
"483","BU00500009","0.570830067496098"
"484","BU00510000","1.07063362945755"
"485","BU00510001","0.573592118344099"
"486","BU00510002","0.697780192305212"
"487","BU00510003","0.390765491371159"
"488","BU00510004","0.416360029437398"
"489","BU00510005","0.507794343008028"
"490","BU00510006","0.699286572264541"
"491","BU00510007","0.556742967185017"
"492","BU00510008","0.547522446555107"
"493","BU00510009","0.514010150456635"
"494","BU00510100","0.548615435808424"
"495","BU00510101","0.61665349115994"
"496","BU00510102","0.953542788220445"
"497","BU00510108","0.566256306562262"
"498","BU00510109","0.489569571012242"
"499","BU00510200","0.438881645156999"
"500","BU00510201","0.6742168723567"
"501","BU00510202","0.583769033541708"
"502","BU00510203","0.373033404486398"
"503","BU00510204","0.394526131397091"
"504","BU00510205","0.409668819188449"
"505","BU00510208","0.410113826981577"
"506","BU00510209","0.421499859112792"
"507","BU00510300","0.414324859829338"
"508","BU00510301","0.534108514639408"
"509","BU00510302","0.656015572553963"
"510","BU00510303","0.190648728421448"
"511","BU00510304","0.381725726592168"
"512","BU00510305","0.76814581025204"
"513","BU00510308","0.455528372219033"
"514","BU00510309","0.460452743697454"
"515","BU00510400","0.698678565644801"
"516","BU00510401","0.315563827932656"
"517","BU00510402","0.731231946998288"
"518","BU00510403","0.633922222296738"
"519","BU00510404","0.401679587075346"
"520","BU00510405","0.306092096052367"
"521","BU00510407","0.646594237315805"
"522","BU00510408","0.371216310171356"
"523","BU00510409","0.538922263850477"
"524","BU00510500","0.702371345172241"
"525","BU00510501","0.453349312049426"
"526","BU00510502","0.353493355998192"
"527","BU00510600","0.505781194680325"
"528","BU00510601","0.521862665380566"
"529","BU00510602","0.286458267054207"
"530","BU00510603","0.611999098161071"
"531","BU00510604","0.5311991435189"
"532","BU00510607","0.508788919239792"
"533","BU00510608","0.471790724743718"
"534","BU00510609","0.493244082587605"
"535","BU00520000","0.660335979782104"
"536","BU00520001","0.491802216673235"
"537","BU00520002","0.579729961170271"
"538","BU00520003","0.810297261986168"
"539","BU00520004","0.448124231298849"
"540","BU00520005","0.533990293062637"
"541","BU00520006","0.5859722812217"
"542","BU00520007","0.557126185034954"
"543","BU00520008","0.548190733623441"
"544","BU00520009","0.456435361265298"
"545","BU00530000","0.660284315309758"
"546","BU00530001","0.648292389104877"
"547","BU00530002","0.355823932581516"
"548","BU00530003","0.415385011524116"
"549","BU00530004","0.464532756585985"
"550","BU00530009","0.385238571696252"
"551","BU00530100","0.578964162218186"
"552","BU00530101","0.91807777796186"
"553","BU00530102","0.942987131986245"
"554","BU00530109","0.39857809411199"
"555","BU00530200","0.731390225630073"
"556","BU00530201","0.668437377147039"
"557","BU00530202","1.14588312193153"
"558","BU00530203","1.18739737012111"
"559","BU00530204","0.587306750554574"
"560","BU00530209","0.414273593999706"
"561","BU00530300","0.484263678467955"
"562","BU00530301","0.4520266533985"
"563","BU00530302","0.472695291442367"
"564","BU00530309","0.36715018320639"
"565","BU00550001","0.422400444012963"
"566","BU00550002","0.469711098214569"
"567","BU00550003","0.437765754897254"
"568","BU00550004","0.449365684819043"
"569","BU00550005","0.42128772817205"
"570","BU00550006","0.507986696388122"
"571","BU00550007","0.468894001870326"
"572","BU00550008","0.407799927915384"
"573","BU00550009","0.396549138508628"
"574","BU00550010","0.455926904370157"
"575","BU00550011","0.467710318134694"
"576","BU00550012","0.45910557103909"
"577","BU00550013","0.368732791066263"
"578","BU00550014","0.412562393738435"
"579","BU00550015","0.442395722329185"
"580","BU00550016","0.412941629480619"
"581","BU00550017","0.379626433664636"
"582","BU00550018","0.412908882109707"
"583","BU00560000","0.65340577450593"
"584","BU00560001","0.708530703791711"
"585","BU00560002","0.577025596330644"
"586","BU00560003","0.547890527316724"
"587","BU00560009","0.39210236071848"
"588","BU00560100","0.58305770876739"
"589","BU00560102","0.655250275141235"
"590","BU00560103","0.424613396838542"
"591","BU00560104","0.366754905814"
"592","BU00560109","0.362358324918425"
"593","BU00560200","0.494672349135037"
"594","BU00560201","0.865130077706943"
"595","BU00560203","0.728461171706557"
"596","BU00560204","0.420464577341652"
"597","BU00560208","0.445284350476587"
"598","BU00560209","0.375596574212355"
"599","BU00560300","0.515654211742108"
"600","BU00560301","0.45453316726087"
"601","BU00560302","0.584294525111821"
"602","BU00560309","0.4011390062818"
"603","BU00580000","0.991209349582379"
"604","BU00580001","0.449322853636417"
"605","BU00580002","0.497695087647554"
"606","BU00580003","0.47136626476559"
"607","BU00580004","0.424704061084017"
"608","BU00580005","0.452790853859012"
"609","BU00580006","0.432565889748957"
"610","BU00580007","0.439409869734348"
"611","BU00580008","0.390739508326509"
"612","BU00580009","0.478240066104901"
"613","BU00580010","0.407282572376755"
"614","BU00580100","0.516779110438153"
"615","BU00580101","0.344009950627867"
"616","BU00580102","0.406695153853051"
"617","BU00580103","0.335713279763088"
"618","BU00580104","0.332277336674707"
"619","BU00580105","0.476708572995885"
"620","BU00580107","0.365401326106869"
"621","BU00580108","0.325885621103002"
"622","BU00580109","0.341141613089435"
"623","BU00580200","0.593077113498001"
"624","BU00580201","0.529081478484147"
"625","BU00580202","0.615810448043439"
"626","BU00580208","0.308087826622094"
"627","BU00580209","0.307623945797807"
"628","BU00580300","0.465218805351252"
"629","BU00580301","0.4398178751665"
"630","BU00580302","0.466484917956487"
"631","BU00580303","0.367370791468213"
"632","BU00580307","0.307962909071666"
"633","BU00580308","0.298823308394306"
"634","BU00580309","0.312201777100694"
"635","BU00580400","0.473671388833624"
"636","BU00580401","0.344601990057402"
"637","BU00580408","0.341366957810689"
"638","BU00580409","0.340306521561761"
"639","BU00580500","0.45614413435766"
"640","BU00580501","0.49518310709079"
"641","BU00580502","0.493285265135758"
"642","BU00580503","0.205467788495585"
"643","BU00580506","0.304008574166189"
"644","BU00580507","0.306479219105935"
"645","BU00580508","0.532225525620409"
"646","BU00580509","0.341414496173418"
"647","BU00580600","0.564058965689778"
"648","BU00580601","0.36694678579851"
"649","BU00580602","0.781734814478592"
"650","BU00580603","0.316122412979796"
"651","BU00580604","0.350986039970938"
"652","BU00580605","0.334191805437507"
"653","BU00580608","0.306538586125876"
"654","BU00580609","0.325711235693805"
"655","BU00580700","0.967466715938549"
"656","BU00580701","0.566041100165311"
"657","BU00580702","0.304260308150102"
"658","BU00580703","0.346317750820252"
"659","BU00580708","0.319518627685367"
"660","BU00580709","0.312757654910551"
"661","BU00590000","0.523209601476641"
"662","BU00590001","0.51762051258584"
"663","BU00590002","0.536820362862726"
"664","BU00590003","0.432085228482681"
"665","BU00590004","0.535296962985784"
"666","BU00590005","0.445117417941508"
"667","BU00590006","0.402054452510279"
"668","BU00590007","0.508264669127728"
"669","BU00590008","0.421896766072521"
"670","BU00590009","0.370832769838954"
"671","BU00590100","0.522078424637142"
"672","BU00590102","0.51890391098846"
"673","BU00590103","0.656532069961621"
"674","BU00590107","0.484542142609349"
"675","BU00590108","0.487784047191581"
"676","BU00590109","0.452754291523443"
"677","BU00590200","0.509036958258714"
"678","BU00590201","0.474369949532476"
"679","BU00590202","0.558004035092733"
"680","BU00590203","0.480202182800486"
"681","BU00590206","0.51512409970667"
"682","BU00590207","0.472974262766246"
"683","BU00590208","0.412729913891471"
"684","BU00590209","0.437247053262423"
"685","BU00600000","0.551215095848977"
"686","BU00600001","0.558716683453377"
"687","BU00600002","0.533767563609975"
"688","BU00600003","0.669670840085916"
"689","BU00600007","0.485888928014624"
"690","BU00600008","0.776614012028577"
"691","BU00600009","0.653140093322392"
"692","BU00630000","0.430307342450415"
"693","BU00630001","0.335012238016133"
"694","BU00630002","0.321371634647476"
"695","BU00630003","0.327221995784094"
"696","BU00630004","0.400259016291444"
"697","BU00630005","0.415062370134169"
"698","BU00630008","0.301799274468446"
"699","BU00630009","0.307514660940532"
"700","BU00630100","0.518042158032595"
"701","BU00630101","0.37221348299862"
"702","BU00630102","0.300323037925912"
"703","BU00630103","0.380811757246602"
"704","BU00630108","0.338177194509096"
"705","BU00630109","0.330354320542669"
"706","BU00630200","0.452046425885319"
"707","BU00630201","0.367468151981137"
"708","BU00640000","0.903362007385946"
"709","BU00640001","0.740835444048099"
"710","BU00640002","0.761613689652313"
"711","BU00640003","0.763733004592335"
"712","BU00640004","0.425895355602403"
"713","BU00640009","0.527364702591952"
"714","BU00700000","0.666425302446545"
"715","BU00700001","0.388077354815298"
"716","BU00700002","0.527413727641994"
"717","BU00700003","0.576826104511867"
"718","BU00700004","0.550173422420583"
"719","BU00700005","0.386365597033145"
"720","BU00700006","0.51845314462689"
"721","BU00700007","0.500731725959404"
"722","BU00700008","0.51531318448326"
"723","BU00700009","0.384169338748267"
"724","BU00700100","0.437180127055397"
"725","BU00700101","0.407842465160779"
"726","BU00700102","0.392883345042508"
"727","BU00700103","0.561620566996965"
"728","BU00700104","0.448740081798951"
"729","BU00700107","0.361882031008734"
"730","BU00700108","0.374025959939443"
"731","BU00700109","0.367524147870971"
"732","BU00700200","0.374753303415011"
"733","BU00700201","0.444244853068301"
"734","BU00700202","0.519723439875769"
"735","BU00700203","0.383179552151987"
"736","BU00700204","0.381776439836323"
"737","BU00700208","0.366647370687304"
"738","BU00700209","0.376296629716718"
"739","BU00700300","0.513127150664297"
"740","BU00700301","0.491892063938658"
"741","BU00700302","0.545198585239921"
"742","BU00700307","0.341291296645953"
"743","BU00700308","0.358953831799325"
"744","BU00700309","0.360651615919611"
"745","BU00700400","0.548482255372364"
"746","BU00700401","0.834366648522591"
"747","BU00700402","0.55613240504121"
"748","BU00700407","0.340494588574573"
"749","BU00700408","0.364770420675191"
"750","BU00700409","0.369228685200144"
"751","BU00700500","0.400168255834115"
"752","BU00700501","0.511566202584148"
"753","BU00700502","0.488441001239738"
"754","BU00700503","0.446847008819538"
"755","BU00720001","0.551115173883622"
"756","BU00720002","0.545208075634287"
"757","BU00720003","0.541375122450791"
"758","BU00720004","0.516712467485434"
"759","BU00720005","0.485730922639401"
"760","BU00720006","0.84069774286703"
"761","BU00720007","1.17832973478483"
"762","BU00720009","0.403028103490959"
"763","BU00720100","0.830710187149287"
"764","BU00720109","0.503746528113918"
"765","BU00720200","0.63000520067569"
"766","BU00720209","0.416148889626296"
"767","BU00740101","0.762985475397936"
"768","BU00740102","0.756350112690894"
"769","BU00740103","0.645927759048893"
"770","BU00740104","0.798143796367918"
"771","BU00740105","0.533636556449244"
"772","BU00740106","0.64936376469427"
"773","BU00740107","0.529959474666795"
"774","BU00740108","0.658709675314868"
"775","BU00740109","0.727103982672785"
"776","BU00740110","0.589600550628661"
