"","BU_CODE","slope_angle"
"450","BU00480409",0.0872494837252598
"451","BU00480508",NA
"452","BU00480509",0.0563790486403116
"453","BU00480600",0.0484609795883202
"454","BU00480609",0.0627953432074809
"455","BU00500000",0.0472309884484369
"456","BU00500001",0.117121010510806
"457","BU00500002",0.0738232658247526
"458","BU00500003",0.0976632234382922
"459","BU00500004",0.115929784973494
"460","BU00500005",0.0898551509167924
"461","BU00500006",0.0671098187447607
"462","BU00500007",0.0341511999877232
"463","BU00500008",0.0812660193564277
"464","BU00500009",0.0530533314479987
"465","BU00510000",0.0402987361523414
"466","BU00510001",0.0392301103111691
"467","BU00510002",0.0437786145792197
"468","BU00510003",0.0351196002664753
"469","BU00510004",0.0149899740378241
"470","BU00510005",0.0576992087013137
"471","BU00510006",0.0466348884382733
"472","BU00510007",0.0260237955952032
"473","BU00510008",0.0186527141579585
"474","BU00510009",0.035685997168275
"475","BU00510100",0.0300582480055086
"476","BU00510101",0.047467519199242
"477","BU00510102",0.0792184348874944
"478","BU00510108",0.0330434511511918
"479","BU00510109",0.0271947280476319
"480","BU00510200",0.0646060822949267
"481","BU00510201",0.029996864458245
"482","BU00510202",0.0576628498078074
"483","BU00510203",0.0443481828584606
"484","BU00510204",0.0301905974339221
"485","BU00510205",0.0382666227084735
"486","BU00510208",0.0245224990920113
"487","BU00510209",0.0163627664768776
"488","BU00510300",0.024996630053739
"489","BU00510301",0.0310899294397078
"490","BU00510302",0.0357971365969276
"491","BU00510303",0.0268231879727518
"492","BU00510304",0.025303237216298
"493","BU00510305",0.0996918069088743
"494","BU00510308",0.0359189655580504
"495","BU00510309",0.0338738203275671
"496","BU00510400",0.10639767825233
"497","BU00510401",0.0215730131753691
"498","BU00510402",0.0149752148668092
"499","BU00510403",0.0547262855173006
"500","BU00510404",0.0436544352376932
"501","BU00510405",0.0367559451652928
"502","BU00510407",0.067473309996026
"503","BU00510408",0.0260070905650447
"504","BU00510409",0.0180273186492074
"505","BU00510500",0.0453577220023557
"506","BU00510501",0.0498594050848064
"507","BU00510502",0.0537332331544873
"508","BU00510600",0.0272114215734036
"509","BU00510601",0.0309344462946101
"510","BU00510602",0.0481867914440692
"511","BU00510603",0.0362202413652793
"512","BU00510604",0.0530869290116892
"513","BU00510607",0.0414986714131225
"514","BU00510608",0.053873674308277
"515","BU00510609",0.0410522189995755
"516","BU00530000",0.0400932860525304
"517","BU00530001",0.0499528061132251
"518","BU00530002",0.0554569462076646
"519","BU00530003",0.079106619530936
"520","BU00530004",0.0682295845484839
"521","BU00530009",0.0246644943989568
"522","BU00530100",0.0310899294397078
"523","BU00530101",0.0170108396938957
"524","BU00530102",0.0395310620454279
"525","BU00530109",0.0109828462943293
"526","BU00530200",0.0301854380314441
"527","BU00530201",0.0203460213447119
"528","BU00530202",0.0388469032887465
"529","BU00530203",0.0204482326638116
"530","BU00530204",0.0355763945682752
"531","BU00530209",NA
"532","BU00530300",0.0415467470506283
"533","BU00530301",0.0258345806099624
"534","BU00530302",0.0266575483387434
"535","BU00530309",0.029910802257785
"536","BU00550001",0.0208322578110991
"537","BU00550002",0.0349862811806887
"538","BU00550003",0.0188450485493056
"539","BU00550004",0.0315748353182675
"540","BU00550005",0.036136543812521
"541","BU00550006",0.0202548801105113
"542","BU00550007",0.0229809147418884
"543","BU00550008",0.027082216706427
"544","BU00550009",0.0225335467691962
"545","BU00550010",0.0271485031535062
"546","BU00550011",0.0250418121157783
"547","BU00550012",0.0296177976553411
"548","BU00550013",0.0275412108287498
"549","BU00550014",0.0382372680902458
"550","BU00550015",0.0156421733160574
"551","BU00550016",0.0324109361544386
"552","BU00550017",0.0104194741110865
"553","BU00550018",0.0365773502870379
"554","BU00560000",0.102340579991898
"555","BU00560001",0.0539183250309282
"556","BU00560002",0.0446391442525215
"557","BU00560003",0.115872840142704
"558","BU00560009",0.0503177469326932
"559","BU00560100",0.0303726471986868
"560","BU00560102",0.0217612258041322
"561","BU00560103",0.0211000358735288
"562","BU00560104",0.01022443830679
"563","BU00560109",0.0250022805813914
"564","BU00560200",0.0258396221573054
"565","BU00560201",0.00376885173862147
"566","BU00560203",0.0310899294397078
"567","BU00560204",0.0395384804772869
"568","BU00560208",0.0297080861583044
"569","BU00560209",0.0189396213452327
"570","BU00560300",0.037661557097729
"571","BU00560301",0.0266465821568955
"572","BU00560302",0.0452067941881385
"573","BU00560309",0.0232846185920355
"574","BU00580000",0.0360228268155314
"575","BU00580001",0.0360230260099138
"576","BU00580002",0.038167796187394
"577","BU00580003",0.0503859866154249
"578","BU00580004",0.0670048138672874
"579","BU00580005",0.0479280288046756
"580","BU00580006",0.0669947131434761
"581","BU00580007",0.0352943889343614
"582","BU00580008",0.0404390084563809
"583","BU00580009",0.0374915263450214
"584","BU00580010",0.023840827253021
"585","BU00580100",0.0208794209882149
"586","BU00580101",0.0552647208028445
"587","BU00580102",0
"588","BU00580103",0.0300806764702094
"589","BU00580104",0.025036308251148
"590","BU00580105",0.042089971205747
"591","BU00580107",0.041445857081727
"592","BU00580108",0.0178913177081068
"593","BU00580109",0.0365956254721486
"594","BU00580200",0.015544965864112
"595","BU00580201",0.0266599939621452
"596","BU00580202",0.0075409452158648
"597","BU00580208",0.0360693797318773
"598","BU00580209",0.0303384800411202
"599","BU00580300",0.0679367398048256
"600","BU00580301",0.0395979634043998
"601","BU00580302",0.0395905148438737
"602","BU00580303",0
"603","BU00580307",NA
"604","BU00580308",NA
"605","BU00580309",0.0428855198787872
"606","BU00580400",0.015544965864112
"607","BU00580401",NA
"608","BU00580408",0.0102507162279772
"609","BU00580409",NA
"610","BU00580500",NA
"611","BU00580501",NA
"612","BU00580502",0.0396128718606239
"613","BU00580503",NA
"614","BU00580506",NA
"615","BU00580507",NA
"616","BU00580508",NA
"617","BU00580509",NA
"618","BU00580600",0.0301897749535715
"619","BU00580601",0.0207938489616208
"620","BU00580602",3.10601043111672e-18
"621","BU00580603",0.0310900362605739
"622","BU00580604",0.0350289252235493
"623","BU00580605",0.0328188953492477
"624","BU00580608",NA
"625","BU00580609",0.016962488192823
"626","BU00580700",0.0136566243575278
"627","BU00580701",0
"628","BU00580702",1.7255613506204e-18
"629","BU00580703",0.0247339204715013
"630","BU00580708",0.0136566243575278
"631","BU00580709",0.00377399373124745
"632","BU00590000",0.0386508741363387
"633","BU00590001",0.0502259430080059
"634","BU00590002",0.015053872502147
"635","BU00590003",0.0538942578519194
"636","BU00590004",0.037333618888418
"637","BU00590005",0.033166632023321
"638","BU00590006",0.0436759744225543
"639","BU00590007",0.0274336892073991
"640","BU00590008",0.0344070450743337
"641","BU00590009",0.0308378075918913
"642","BU00590100",0.039471849546134
"643","BU00590102",0.0425338549054763
"644","BU00590103",0.0266453676310398
"645","BU00590107",0.0368340992810046
"646","BU00590108",0.0284780112725658
"647","BU00590109",0.0412187771254812
"648","BU00590200",0.0401394301718326
"649","BU00590201",0.0323916320367917
"650","BU00590202",0.0266429409347906
"651","BU00590203",0.0711276757810223
"652","BU00590206",0.0409157442461024
"653","BU00590207",0.0339797735720752
"654","BU00590208",0.0283332402205836
"655","BU00590209",0.0612736527341015
"656","BU00600000",NA
"657","BU00600001",NA
"658","BU00600002",0.0581940707268895
"659","BU00600003",NA
"660","BU00600007",NA
"661","BU00600008",NA
"662","BU00600009",NA
"663","BU00630000",0.0153870074364885
"664","BU00630001",0.0224047090280123
"665","BU00630002",NA
"666","BU00630003",0.0150754069544859
"667","BU00630004",0.0208608003825396
"668","BU00630005",NA
"669","BU00630008",NA
"670","BU00630009",NA
"671","BU00630100",0.0129122525266138
"672","BU00630101",3.10601043111672e-18
"673","BU00630102",0.0230890369727757
"674","BU00630103",NA
"675","BU00630108",0.0161448953228857
"676","BU00630109",NA
"677","BU00630200",0.0227879563141526
"678","BU00630201",0.025359258631627
"679","BU00700000",0.0347612327284422
"680","BU00700001",0.0480450055572799
"681","BU00700002",0.0406516682884204
"682","BU00700003",0.0362846789241013
"683","BU00700004",0.0373012197035384
"684","BU00700005",0.0336850297028748
"685","BU00700006",0.0667447712506619
"686","BU00700007",0.0407297627191371
"687","BU00700008",0.0386538976655899
"688","BU00700009",0.0248921555211852
"689","BU00700100",0.0368046946017494
"690","BU00700101",NA
"691","BU00700102",0.0273847593634527
"692","BU00700103",0.0257993600543184
"693","BU00700104",0.0347962441388876
"694","BU00700107",0.032026062235376
"695","BU00700108",NA
"696","BU00700109",NA
"697","BU00700200",0.0122395349308233
"698","BU00700201",0.0225273555474925
"699","BU00700202",0.0173933559157431
"700","BU00700203",0.0150508668429654
"701","BU00700204",0.0155449647198539
"702","BU00700208",0.0204521665546684
"703","BU00700209",0.022083322496273
"704","BU00700300",0.0235130875355845
"705","BU00700301",0.0162535521034204
"706","BU00700302",0.015544965864112
"707","BU00700307",0.0228727040710502
"708","BU00700308",0.0164000252535414
"709","BU00700309",0.0193182799630504
"710","BU00700400",0
"711","BU00700401",0.0104245065981754
"712","BU00700402",0.0394570838165086
"713","BU00700407",0.0395374818856739
"714","BU00700408",NA
"715","BU00700409",NA
"716","BU00700500",0.0559127855215732
"717","BU00700501",0.0236794362699903
"718","BU00700502",0.0518930819219463
"719","BU00700503",0.0310899294397078
"720","BU00720001",NA
"721","BU00720002",NA
"722","BU00720003",NA
"723","BU00720004",0.0557540724499555
"724","BU00720005",NA
"725","BU00720006",NA
"726","BU00720007",NA
"727","BU00720009",0.0178671025922749
"728","BU00720100",0.0189320686155252
"729","BU00720109",NA
"730","BU00720200",0.0150495798023907
"731","BU00720209",NA
"732","BU00740100",0.0558403646246498
"733","BU00740101",0.0280666767908648
"734","BU00740102",0.020146224687814
"735","BU00740103",0.0401517505515689
"736","BU00740104",0.0279102770884909
"737","BU00740105",0.0370612257990364
"738","BU00740106",0.0599429849592277
"739","BU00740107",0.110235307192913
"740","BU00740108",0.0489792657657981
"741","BU00740109",0.056237998133398
"742","BU00740201",0.043040384558546
"743","BU00740202",0.0197353758016914
"744","BU00740203",0.0259221556355585
"745","BU00740204",0.0269599669134815
"746","BU00740205",0.0358855680322876
"747","BU00740301",0.0680654528710823
"748","BU00740302",0.058400378160498
"749","BU00740401",0.185270019346058
"750","BU00740402",0.146688958054929
"751","BU00740403",0.0818243745484902
"752","BU00740404",0.0637521115179885
"753","BU00740405",0.0597169150181591
"754","BU00740406",0.0458009477269579
"755","BU00740407",0.0536322657248935
"756","BU00740601",0.179069213977386
"757","BU00790000",0.0702935745742493
"758","BU00790009",0.0329863662081855
"759","BU00790100",0.0150710905812417
"760","BU00790101",0.0310899294397078
"761","BU00790102",0.0150754069544859
"762","BU00790103",0.0357580144877347
"763","BU00790104",0.0319186359052051
"764","BU00790106",0.0236237541925951
"765","BU00790107",0.0283663566278149
"766","BU00790108",0.0148226329624129
"767","BU00790109",0.02468042979644
"768","BU00790200",0.0333656731807596
"769","BU00790201",0.0580976672294709
"770","BU00790202",0.0409529386926033
"771","BU00790208",0.0370271276955198
"772","BU00790209",0.0350280080582395
"773","BU00790300",0.0779976693521365
"774","BU00790301",0.0394792380114165
"775","BU00790302",0.109250289441832
"776","BU00790309",0.0462394107242719
"777","BU00801001",0.0934317517277224
"778","BU00801002",0.0539894934885293
"779","BU00801003",0.0685366539723238
"780","BU00801004",0.0934317517277224
"781","BU00801005",0.118326849483121
"782","BU00801006",0.0934317517277224
"783","BU00801007",0.0570938938893136
"784","BU00801008",0.0601982942900979
"785","BU00802001",0.0731945738930551
"786","BU00802002",0.0777247835502789
"787","BU00802003",0.107074525044883
"788","BU00802101",0.0831311421510316
"789","BU00802102",0.0711308518168395
"790","BU00802103",0.0935616353662914
"791","BU00802201",0.0629471563709875
"792","BU00802202",0.0521602220538149
"793","BU00802301",0.0266465821568955
"794","BU00802302",0.0559145194855312
"795","BU00802303",0.0292181527100147
"796","BU00802401",0.0665552375103985
"797","BU00803001",0.0945726299159346
"798","BU00803002",0.0623716270907897
"799","BU00803101",0.0807072245504222
"800","BU00803102",0.0547534977317449
"801","BU00803103",0.037428306331522
"802","BU00803201",0.118326849483121
"803","BU00803202",0.0394423330047347
